# Reaction HUMAnN v4.0.0.alpha.1	SRR7947168	SRR7947171	SRR7947175	SRR7947187
ACYL-COA-HYDROLASE-RXN	1.72877e-05			
NAG1P-URIDYLTRANS-RXN	1.72877e-05			
RXN-10708	1.72877e-05			
RXN-18840	1.72877e-05			
RXN0-5144	1.71785e-05		1.28922e-05	1.20057e-05
1.3.99.23-RXN	1.71639e-05		3.24563e-05	
RXN-12752	1.71511e-05	4.76361e-05	4.13674e-05	2.27591e-05
RXN-13142	1.71511e-05	4.76361e-05	4.13674e-05	2.27591e-05
RXN-13854	1.70728e-05	3.68283e-05		5.65935e-05
RXN-12227	1.70316e-05		3.29006e-05	
KDOTRANS-RXN	1.69488e-05		4.68466e-05	3.76542e-05
RXN-20790	1.69488e-05		4.68466e-05	3.76542e-05
1PFRUCTPHOSN-RXN	1.6894e-05		1.39079e-05	5.55538e-05
RXN-11136	1.68591e-05		2.08772e-05	4.0655e-05
3.2.1.136-RXN	1.6838e-05		5.24563e-05	
RXN-12344	1.6838e-05		5.24563e-05	
FUC4NACTRANS-RXN	1.68243e-05			1.57837e-05
RXN-9987	1.67843e-05			
R345-RXN	1.67552e-05		2.13272e-05	8.30039e-05
RXN-10669	1.66904e-05		1.13045e-05	
GUANOSINEKIN-RXN	1.66526e-05	0.000127609		6.28639e-05
INOSINEKIN-RXN	1.66526e-05	0.000127609		6.28639e-05
UDP-GLUCURONATE-4-EPIMERASE-RXN	1.66299e-05			
RXN-13294	1.65434e-05	4.25364e-05		
RXN-13295	1.65434e-05	4.25364e-05		
RXN-13296	1.65434e-05	4.25364e-05		
RXN-13297	1.65434e-05	4.25364e-05		
RXN-13322	1.65434e-05	4.25364e-05		
RXN-13441	1.65434e-05	4.25364e-05		
RXN-14492	1.65434e-05	4.25364e-05		
RXN-16094	1.65434e-05	4.25364e-05		
RXN-16153	1.65434e-05	4.25364e-05		
RXN-20332	1.65434e-05	4.25364e-05		
RXN-20336	1.65434e-05	4.25364e-05		
RXN-20340	1.65434e-05	4.25364e-05		
RXN-20344	1.65434e-05	4.25364e-05		
RXN-20348	1.65434e-05	4.25364e-05		
RXN-20375	1.65434e-05	4.25364e-05		
RXN-20379	1.65434e-05	4.25364e-05		
RXN-20383	1.65434e-05	4.25364e-05		
RXN-20384	1.65434e-05	4.25364e-05		
RXN-20385	1.65434e-05	4.25364e-05		
RXN-20386	1.65434e-05	4.25364e-05		
RXN-7697	1.65434e-05	4.25364e-05		
RXN-9543	1.65434e-05	4.25364e-05		
RXN-14900	1.65114e-05		2.36333e-05	5.7673e-05
RXN0-7075	1.63523e-05			
TRANS-RXN-156	1.62546e-05	7.88203e-05	8.86709e-06	0.000102189
GLUCOSE-1-PHOSPHAT-RXN	1.6158e-05	0.00043047		4.82912e-05
3.4.11.5-RXN	1.59649e-05			
LACTATE-RACEMASE-RXN	1.5906e-05			
RXN-13993	1.58751e-05	0.00156908	2.44454e-05	
R282-RXN	1.58232e-05			
2.6.1.50-RXN	1.58104e-05		1.15665e-05	
UDPMANACATRANS-RXN	1.57829e-05			5.83085e-05
TRANS-RXN-169	1.57525e-05			2.44411e-05
RXN-9775	1.57377e-05			2.68945e-05
PHOSPHOMEVALONATE-KINASE-RXN	1.57228e-05			
RXN-646	1.56318e-05			
RXN0-742	1.55669e-05			1.24799e-05
1.8.4.8-RXN	1.54541e-05			8.74627e-05
2.7.8.25-RXN	1.54249e-05		1.26227e-05	5.91068e-05
RXN0-305	1.54117e-05			
ADCLY-RXN	1.53379e-05		3.31619e-05	
RXN-19739	1.53009e-05		2.14098e-05	6.04972e-05
N-ACYLMANNOSAMINE-KINASE-RXN	1.52737e-05			0.000148686
NANK-RXN	1.52737e-05			0.000148686
HIPPURATE-HYDROLASE-RXN	1.52406e-05	7.93873e-05		1.94005e-05
RXN-20640	1.51739e-05	0.000547348		
1.3.99.16-RXN	1.51669e-05		6.59952e-05	
3.2.1.155-RXN	1.51669e-05			
3.4.24.16-RXN	1.51669e-05		2.15677e-05	3.09444e-05
RXN-12397	1.51669e-05			
RXN-17630	1.51669e-05	6.47498e-05		4.73512e-05
RXN-17632	1.51669e-05	6.47498e-05		4.73512e-05
RXN-17634	1.51669e-05	6.47498e-05		4.73512e-05
PALMITOTRANS-RXN	1.50272e-05			5.17483e-05
HISTIDINE-DECARBOXYLASE-RXN	1.49447e-05		4.23935e-05	
RXN-16061	1.49173e-05		5.47866e-05	3.00653e-05
RXN-16062	1.49173e-05		5.47866e-05	3.00653e-05
RXN-9311	1.48165e-05		2.99583e-05	5.54083e-05
RXN-11667	1.47289e-05			
RXN-15014	1.47289e-05			
RXN-20677	1.47289e-05			
RXN-14314	1.46233e-05			
3.4.21.116-RXN	1.43532e-05		1.21805e-05	
RXN-18411	1.42654e-05			
MRNA-GUANINE-N7--METHYLTRANSFERASE-RXN	1.42405e-05			
URATE-OXIDASE-RXN	1.42405e-05			
ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	1.42365e-05		5.38105e-05	0.000104266
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN	1.42211e-05			
RXN-11834	1.41508e-05	3.73956e-05	5.90212e-05	0.000125458
HEXOKINASE-RXN	1.4114e-05			
ARYLESTERASE-RXN	1.40202e-05	0.00013661		
RXN-11483	1.40202e-05			4.23965e-05
RXN-20738	1.40202e-05	0.00013661		
RXN-20739	1.40202e-05	0.00013661		
RXN-20743	1.40202e-05	0.00013661		
2.7.8.11-RXN	1.39722e-05			
RXN-20525	1.39722e-05			
RXN-12538	1.39483e-05			
1.5.1.9-RXN	1.38467e-05		1.91419e-05	
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	1.38067e-05			2.79303e-05
RXN0-5329	1.37719e-05	0.000172154	1.1249e-05	
4.2.2.21-RXN	1.37264e-05			
RXN-11577	1.37264e-05			
RXN-11615	1.37264e-05			
3.2.1.133-RXN	1.36223e-05			6.20703e-05
GLUTAMATE-SYNTHASE-NADH-RXN	1.3562e-05		1.54212e-05	
ALLANTOIN-RACEMASE-RXN	1.35096e-05			
R601-RXN	1.34079e-05	6.20761e-05		0.000136735
RXN-14963	1.34079e-05	6.20761e-05		0.000136735
RXN-14970	1.34079e-05	6.20761e-05		0.000136735
RXN-21414	1.34079e-05	6.20761e-05		0.000136735
RXN-9087	1.33767e-05			
5.4.99.16-RXN	1.33684e-05			
RXN0-2441	1.33633e-05	3.00386e-05	4.15725e-05	0.000101293
DIHYDROFOLATESYNTH-RXN	1.3294e-05		3.6685e-05	9.38328e-05
2.1.1.151-RXN	1.31609e-05		3.43397e-05	
RXN-8760	1.31609e-05		3.43397e-05	
3.2.1.25-RXN	1.3068e-05		4.43069e-05	
GLUTCYSLIG-RXN	1.3014e-05	6.59182e-05		
RXN-20400	1.3014e-05	6.59182e-05		
RXN-20406	1.3014e-05	6.59182e-05		
RXN0-1241	1.3014e-05			3.01549e-05
RXN1F-20	1.301e-05		2.86078e-05	
ALPHAALPHA-TREHALOSE-PHOSPHORYLASE-RXN	1.29932e-05		3.84839e-05	
RXN-12302	1.29288e-05			
RXN-1824	1.29288e-05			
5.1.3.20-RXN	1.29111e-05		3.82467e-05	
RXN-15047	1.28298e-05		2.10919e-05	4.24168e-05
6.3.5.6-RXN	1.27696e-05			
RXN1G-2	1.27497e-05			2.71359e-05
3.4.21.7-RXN	1.25923e-05		1.77068e-05	3.19728e-05
TEICHOICSYN2-RXN	1.25535e-05			9.1226e-05
4.2.2.8-RXN	1.25288e-05	1.89102e-05		
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	1.24958e-05			
MALSYN-RXN	1.24027e-05		4.18217e-05	8.05369e-05
R122-RXN	1.23891e-05		2.80103e-05	
3.4.24.56-RXN	1.22888e-05	5.20311e-05	1.80126e-05	
2.4.1.230-RXN	1.22527e-05		5.17547e-06	2.82155e-05
RXN-15358	1.22527e-05		5.17547e-06	2.82155e-05
NUCLEOTIDASE-RXN	1.21705e-05			
RXN-14473	1.21705e-05			
RXN-17947	1.21705e-05			
RXN-17948	1.21705e-05			
ACETYLORNDEACET-RXN	1.1947e-05		4.73165e-05	7.25892e-05
RXN-7933	1.1947e-05		4.73165e-05	7.25892e-05
RXN0-6710	1.19295e-05		5.60073e-05	
23-DIMETHYLMALATE-LYASE-RXN	1.18947e-05			
BENZENE-12-DIOXYGENASE-RXN	1.18947e-05			
GLUCOSYLCERAMIDASE-RXN	1.17925e-05			
RXN-15202	1.1707e-05		5.48186e-05	
2.1.1.85-RXN	1.16902e-05			
CYSPH-RXN	1.16746e-05			0.000103755
O-SUCCHOMOSERLYASE-RXN	1.16746e-05			0.000103755
RXN-18602	1.16746e-05			0.000103755
RXN-9384	1.16746e-05			0.000103755
ATP-PYROPHOSPHATASE-RXN	1.15742e-05		3.40718e-05	
3-HYDROXYISOBUTYRATE-DEHYDROGENASE-RXN	1.14123e-05			0.000399207
RXN-14519	1.1333e-05	0.000716353	1.69734e-05	5.77956e-05
3.6.4.6-RXN	1.13314e-05			
MHPCHYDROL-RXN	1.1286e-05	4.30602e-05	1.25536e-05	
RXN-12070	1.1286e-05	4.30602e-05	1.25536e-05	
RXN-13756	1.12704e-05			
RXN-13757	1.12704e-05			
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	1.12085e-05			
KANAMYCIN-KINASE-RXN	1.11472e-05			
3.8.1.7-RXN	1.10716e-05			
RXN-8505	1.1051e-05			2.93442e-05
DMK-RXN	1.09822e-05	0.000130055		
RXN-11047	1.09822e-05	0.000130055		
RXN-19668	1.09822e-05	0.000130055		
RXN-9190	1.09822e-05	0.000130055		
RXN-9204	1.09822e-05	0.000130055		
RXN-9217	1.09822e-05	0.000130055		
RXN-9358	1.09822e-05	0.000130055		
RXN-9359	1.09822e-05	0.000130055		
RXN-9360	1.09822e-05	0.000130055		
RXN-9365	1.09822e-05	0.000130055		
3.1.4.17-RXN	1.0938e-05		4.75718e-05	
RXN-13252	1.09358e-05		1.24576e-05	
CARBOXYMETHYLENEBUTENOLIDASE-RXN	1.08942e-05			0.000146849
DIENELACHYDRO-RXN	1.08942e-05			0.000146849
RXN-9857	1.08942e-05			0.000146849
RXN-9868	1.08942e-05			0.000146849
RXN-9887	1.08942e-05			0.000146849
RXN-9890	1.08942e-05			0.000146849
RIBULOKIN-RXN	1.07934e-05		9.78513e-05	0.000115568
RXN0-5116	1.07934e-05		9.78513e-05	0.000115568
RXN-14148	1.07225e-05			
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	1.05971e-05			
METHANOL-DEHYDROGENASE-RXN	1.05971e-05			2.52879e-05
QUINATE-5-DEHYDROGENASE-RXN	1.05697e-05			
RXN-11174	1.05697e-05			
RXN-11187	1.04613e-05			
RXN-18014	1.04185e-05			1.9726e-05
D-ALANINE-AMINOTRANSFERASE-RXN	1.03946e-05	4.92463e-05		2.69287e-05
RXN-10009	1.03814e-05			
RXN-15734	1.03814e-05			
RXN-12005	1.03682e-05			
RXN-14692	1.03682e-05	5.2658e-05	1.39757e-05	
3.6.1.41-RXN	1.03028e-05		1.39152e-05	0.000137091
3.4.24.71-RXN	1.02898e-05		3.53217e-05	
ARGINASE-RXN	1.00863e-05			
RXN-34	1.00863e-05			
3.5.3.22-RXN	1.00614e-05			2.51079e-05
AGMATIN-RXN	1.00614e-05	2.19205e-05	1.24582e-05	5.72751e-05
RXN-14562	9.99974e-06			
RXN-18237	9.99974e-06			
FORMAMIDASE-RXN	9.78391e-06			
SPHINGOMYELIN-PHOSPHODIESTERASE-D-RXN	9.7722e-06			9.66475e-06
LAUROYLACYLTRAN-RXN	9.76051e-06			
RXN-20792	9.76051e-06			
FORMALDEHYDE-DEHYDROGENASE-RXN	9.71403e-06			
ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN	9.65655e-06	5.49762e-05	7.42797e-05	
ENZRXN-201-RXN	9.65655e-06	5.49762e-05	7.42797e-05	
PHOSPHOLIPASE-A1-RXN	9.65655e-06		6.86592e-05	9.75553e-05
RXN-10717	9.65655e-06	5.49762e-05	7.42797e-05	
RXN-12299	9.65655e-06	5.49762e-05	7.42797e-05	
RXN-12430	9.65655e-06		6.86592e-05	9.75553e-05
RXN-12484	9.65655e-06	5.49762e-05	7.42797e-05	
RXN-14023	9.65655e-06	5.49762e-05	7.42797e-05	
RXN-20559	9.65655e-06		6.86592e-05	9.75553e-05
RXN-20560	9.65655e-06		6.86592e-05	9.75553e-05
RXN0-6952	9.65655e-06		6.86592e-05	9.75553e-05
RXN0-7154	9.65655e-06	5.49762e-05	7.42797e-05	
PYRIDOXINE-4-DEHYDROGENASE-RXN	9.62239e-06		5.61865e-05	2.59705e-05
NAD+-ADP-RIBOSYLTRANSFERASE-RXN	9.61105e-06			
RXN-3341	9.49917e-06			
METHANE-MONOOXYGENASE-RXN	9.45275e-06			
3.5.5.7-RXN	9.41152e-06			
R309-RXN	9.41152e-06			
ADENOSINE-KINASE-RXN	9.38986e-06			
HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN	9.32547e-06			
MMUM-RXN	9.32547e-06			
RXN-13596	9.27248e-06			
SUCCGLUALDDEHYD-RXN	9.14774e-06			8.33306e-05
3.4.11.21-RXN	9.07651e-06			
GLYCERATE-DEHYDROGENASE-RXN	9.01634e-06		4.01987e-05	2.44411e-05
RXN-14347	8.88865e-06			0.000112371
3.4.21.25-RXN	8.87782e-06			
RXN-11192	8.85574e-06			
4.1.1.74-RXN	8.81186e-06			
4-PYRIDOXOLACTONASE-RXN	8.79287e-06			
RAUCAFFRICINE-BETA-GLUCOSIDASE-RXN	8.73128e-06			
SUCCINYLDIAMINOPIMTRANS-RXN	8.72704e-06			6.46546e-05
SUCCORNTRANSAM-RXN	8.72704e-06	0.000236249		
HOMOSERKIN-RXN	8.70858e-06			0.000108747
RXN-15300	8.62557e-06		2.36509e-05	5.39949e-05
RXN-8568	8.55357e-06	4.71225e-05	1.99732e-05	3.76433e-05
5.1.2.3-RXN	8.54428e-06		1.08127e-05	4.77334e-05
ENOYL-COA-DELTA-ISOM-RXN	8.54428e-06			1.98183e-05
OHACYL-COA-DEHYDROG-RXN	8.54428e-06		2.45769e-05	4.77334e-05
OHBUTYRYL-COA-EPIM-RXN	8.54428e-06		1.08127e-05	4.77334e-05
RXN-11245	8.54428e-06		2.45769e-05	4.77334e-05
RXN-11662	8.54428e-06		2.45769e-05	4.77334e-05
RXN-12490	8.54428e-06		2.45769e-05	4.77334e-05
RXN-12519	8.54428e-06			1.98183e-05
RXN-12570	8.54428e-06		2.45769e-05	4.77334e-05
RXN-12705	8.54428e-06		2.45769e-05	4.77334e-05
RXN-12750	8.54428e-06		2.45769e-05	4.77334e-05
RXN-14716	8.54428e-06			1.98183e-05
RXN-14777	8.54428e-06			1.98183e-05
RXN-14800	8.54428e-06			1.98183e-05
RXN-14804	8.54428e-06			1.98183e-05
RXN-16133	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17777	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17781	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17786	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17790	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17794	8.54428e-06		2.45769e-05	4.77334e-05
RXN-17798	8.54428e-06		2.45769e-05	4.77334e-05
RXN-18751	8.54428e-06			1.98183e-05
RXN-18752	8.54428e-06			1.98183e-05
RXN-19803	8.54428e-06		2.45769e-05	4.77334e-05
RXN-20679	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21224	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21760	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21767	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21771	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21783	8.54428e-06		2.45769e-05	4.77334e-05
RXN-21784	8.54428e-06		2.45769e-05	4.77334e-05
RXN-7836	8.54428e-06			1.98183e-05
RXN-7931	8.54428e-06			1.98183e-05
RXN0-2044	8.54428e-06		2.45769e-05	4.77334e-05
RXN0-5391	8.54428e-06			1.98183e-05
3.4.21.26-RXN	8.54111e-06		4.44756e-05	
1.7.2.3-RXN	8.52595e-06	0.000114451		4.99728e-05
RXN-19618	8.52595e-06	0.000114451		4.99728e-05
RXN-19619	8.52595e-06	0.000114451		4.99728e-05
RXN-15092	8.49978e-06			
RXN-15166	8.49978e-06			
RXN-15167	8.49978e-06			
RXN-12459	8.44698e-06		2.25095e-05	
R165-RXN	8.42953e-06			7.3651e-05
RXN-17801	8.30058e-06	2.53552e-05		0.000101908
RXN-21817	8.30058e-06	2.53552e-05		0.000101908
RXN0-5268	8.30058e-06	2.53552e-05		0.000101908
1.2.1.27-RXN	8.25889e-06			
RXN-11213	8.25889e-06			
RXN-2902	8.25889e-06			
RXN-9958	8.25889e-06			
RXN-14402	8.23389e-06			
RXN-7241	8.1994e-06			
RXN0-4621	8.18664e-06			1.81371e-05
GABATRANSAM-RXN	8.15419e-06		5.61508e-05	8.11252e-05
ISOCHORSYN-RXN	8.15163e-06		6.62407e-05	1.53155e-05
MANNPDEHYDROG-RXN	8.071e-06	2.96062e-05		1.92418e-05
3.1.1.47-RXN	8.0392e-06			
MALTOSE-6-PHOSPHATE-GLUCOSIDASE-RXN	7.99203e-06	0.000140421		3.1591e-05
AIRCARBOXY-RXN	7.97633e-06			
1.2.1.58-RXN	7.84504e-06			
3.2.1.81-RXN	7.59506e-06			
RXN-12423	7.59506e-06			
RXN-12424	7.59506e-06			
RXN-20396	7.5067e-06	3.32857e-05	3.14925e-05	
SERINE-C-PALMITOYLTRANSFERASE-RXN	7.5067e-06	3.32857e-05	3.14925e-05	
RXN-13403	7.43827e-06	0.00010232	0.000103612	5.20729e-05
2.7.7.61-RXN	7.34785e-06			
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	7.32037e-06			
GSPAMID-RXN	7.29856e-06			9.82856e-05
RXN-13418	7.28529e-06			
RXN-15341	7.28529e-06			
RXN0-280	7.28529e-06			
RXN0-6973	7.28529e-06			
RXN-7668	6.98014e-06		0.000145762	
HOMOSERDEAM-RXN	6.86851e-06			1.96527e-05
RXN-15130	6.86851e-06			1.96527e-05
RXN0-882	6.68835e-06	0.000206893		2.91141e-05
RXN-21088	6.65619e-06		1.97828e-05	
DIISOPROPYL-FLUOROPHOSPHATASE-RXN	6.58047e-06			
DIHYDLIPACETRANS-RXN	6.53305e-06		5.23928e-05	4.47484e-05
RXN0-1133	6.53305e-06		5.23928e-05	4.47484e-05
2.4.1.119-RXN	6.33524e-06		2.58141e-05	2.64906e-05
RXN-16761	6.33524e-06		2.58141e-05	2.64906e-05
RXN-11593	6.32541e-06		6.99668e-05	0.000157541
TANNASE-RXN	6.14905e-06			
TRANS-RXN-370	6.13084e-06		8.40817e-06	
TREHALA-RXN	6.12829e-06	0.000105954	3.32849e-05	3.934e-05
2.7.11.18-RXN	6.11625e-06			0.000104539
RXN-11902	6.02198e-06		4.74133e-05	
RXN-17485	6.02198e-06		4.74133e-05	
3.4.22.15-RXN	5.97079e-06			
RXN-16567	5.9604e-06			
ACETYL-COA-HYDROLASE-RXN	5.87457e-06			2.2565e-05
CYTOCHROME-B5-REDUCTASE-RXN	5.87146e-06			
RXN-11195	5.87146e-06			
ABC-34-RXN	5.70216e-06	9.57942e-05		6.50171e-05
TRANS-RXN0-573	5.70216e-06	9.57942e-05		6.50171e-05
RXN-11836	5.65666e-06	5.63116e-05	5.70847e-05	
RXN-18592	5.60425e-06			
RXN-18593	5.60425e-06			
R265-RXN	5.51e-06			
1.14.21.6-RXN	5.50544e-06	0.00037628		
RXN-11887	5.50544e-06	0.00037628		
RXN-13883	5.50544e-06	0.00037628		
RXN-13892	5.50544e-06	0.00037628		
RXN-16378	5.50544e-06	0.00037628		
RXN-4209	5.50544e-06	0.00037628		
RXN3O-218	5.50544e-06	0.00037628		
RXN-1303	5.46902e-06			
RXN-9479	5.38244e-06			6.03019e-05
R229-RXN	5.33668e-06			
3.4.21.110-RXN	5.28483e-06			
3.4.11.10-RXN	5.23399e-06		1.50974e-05	
RXN-13946	4.96477e-06		6.94655e-06	
2-ENOATE-REDUCTASE-RXN	4.93635e-06		1.56109e-05	6.20703e-05
GLUTATHIONE-REDUCT-NADPH-RXN	4.03939e-06	0.000176212	9.04891e-06	4.71403e-05
GKI-RXN	3.82729e-06			
2.6.1.22-RXN	3.00064e-06		4.9305e-05	4.83878e-05
VAGL-RXN	2.95271e-06		7.10083e-06	
RXN-11056		0.000891768		
RXN-11057		0.000891768		
RXN-13064		0.000891768		
RXN-17627		0.000891768		
RXN-8630		0.000891768		
RXN-8872		0.000891768		
RXN66-146		0.000891768		
RXN66-161		0.000891768		
RXN66-163		0.000891768		
RXN66-169		0.000891768		
RXN66-181		0.000891768		
RXN66-589		0.000891768		
RXN66-591		0.000891768		
RXN66-595		0.000891768		
RXN66-596		0.000891768		
RXN66-597		0.000891768		
RXN66-598		0.000891768		
RXN66-599		0.000891768		
RXN66-600		0.000891768		
UNSPECIFIC-MONOOXYGENASE-RXN		0.000891768		
2.5.1.46-RXN		0.000582255		2.26132e-05
SPERMIDINESYN-RXN		0.000569554	9.69151e-05	0.000511022
RXN-11190		0.000478971		0.000312223
2.7.1.121-RXN		0.000249288	1.27066e-05	
1.1.1.8-RXN		0.000246697		7.58637e-05
CYTOCHROME-C-OXIDASE-RXN		0.000214372	3.19712e-05	
RXN-21237		0.000214372	3.19712e-05	
RXN1YI0-22		0.000214372	3.19712e-05	
GALACTOSYLCERAMIDASE-RXN		0.000213201		
GAMMA-GLUTAMYLTRANSFERASE-RXN		0.000211107		0.000109513
RXN-18092		0.000211107		0.000109513
RXN-6601		0.000211107		0.000109513
RXN-9157		0.000211107		0.000109513
RXN66-336		0.000211107		0.000109513
PHOSPHORIBULOKINASE-RXN		0.000205676		
RXN-10462		0.000188597		
RXN-13805		0.000188597		
RXN-1381		0.000188597		
RXN-15045		0.000188597		
RXN-16024		0.000188597		
RXN-16117		0.000188597		
RXN-17016		0.000188597		
RXN-17017		0.000188597		
RXN-17018		0.000188597		
RXN-20513		0.000188597		
RXN-20564		0.000188597		
ARACHIDONATE-5-LIPOXYGENASE-RXN		0.000182109		
RXN-20571		0.000182109		
RXN-20578		0.000182109		
RXN-20579		0.000182109		
RXN-20580		0.000182109		
RXN-20581		0.000182109		
RXN-20582		0.000182109		
RXN-8647		0.000182109		
RXN66-495		0.000182109		
RXN66-499		0.000182109		
RXN66-500		0.000182109		
RXN66-503		0.000182109		
RXN66-504		0.000182109		
RXN66-511		0.000182109		
RXN66-512		0.000182109		
RXN66-513		0.000182109		
RXN66-514		0.000182109		
KETOGLUTREDUCT-RXN		0.000175703	0.000222831	
RXN-16701		0.000175703	0.000222831	
3.4.21.87-RXN		0.000169732		
RXN-13124		0.00016698		
RXN-13125		0.00016698		
RXN-13145		0.00016698		
RXN-13147		0.00016698		
RXN-13148		0.00016698		
RXN-13149		0.00016698		
RXN-13164		0.00016698		
RXN-17884		0.000155939		
RXN-2962		0.000155939		
RXN-5471		0.000153437		
SORB6PDEHYDROG-RXN		0.000142714		
ERYTH4PDEHYDROG-RXN		0.000142613		2.98112e-05
1.4.1.21-RXN		0.000131007	1.93165e-05	
RXN-19398		0.000129838		
2.5.1.25-RXN		0.000129288		
RXN-21179		0.000129288		
3.1.21.1-RXN		0.000127539		
KETOTETROSE-PHOSPHATE-ALDOLASE-RXN		0.000117727		3.63053e-05
RXN0-299		0.000112303		
PROPIONATE--COA-LIGASE-RXN		0.000111676		8.60406e-05
RXN-21753		0.000111676		8.60406e-05
MEVALONATE-KINASE-RXN		0.000111		
HEMEOSYN-RXN		0.000108587	1.49401e-05	
RXN-20645		0.000108587	1.49401e-05	
1.1.1.127-RXN		0.000105442		3.01081e-05
1.5.5.1-RXN-YEAST		0.000104075		8.93115e-05
RXN66-550		0.000104075		8.93115e-05
DIMESULFREDUCT-RXN		0.000103141		0.00018718
RXN-20076		0.000103141		0.00018718
RXN0-2101		0.000103141		
SUCROSE-PHOSPHORYLASE-RXN		0.000103027	8.47416e-06	6.20703e-05
RXN-12465		0.000102237		
2-OXOPENT-4-ENOATE-HYDRATASE-RXN		9.98997e-05		
RXN-10381		9.98997e-05		
RXN-20764		9.98997e-05		
RXN-14554		9.96151e-05		
RXN-14326		8.80964e-05		
3.1.4.14-RXN		8.76313e-05		
DHLAXANAU-RXN		8.71942e-05		
HALOALKANE-DEHALOGENASE-RXN		8.71942e-05		
LINB1-RXN		8.71942e-05		
LINB2-RXN		8.71942e-05		
RXN-19740		8.71942e-05		
TRIPHOSPHATASE-RXN		8.48419e-05	1.18289e-05	6.75539e-05
RXN-18590		8.42527e-05		
RXN-9489		8.26593e-05		8.93079e-05
RXN-9490		8.26593e-05		8.93079e-05
RXN-9491		8.26593e-05		8.93079e-05
TRYPTOPHAN-RXN		8.14689e-05		9.47178e-05
R15-RXN		8.09372e-05	6.66228e-05	0.000106659
RXN-14147		8.09372e-05	6.66228e-05	0.000106659
HOMSUCTRAN-RXN		8.03791e-05		4.02895e-05
CHORPYRLY-RXN		7.96467e-05	2.90092e-05	
GDP-MANNOSE-6-DEHYDROGENASE-RXN		7.82212e-05		
RXN-19932		7.80466e-05		
RXN-19933		7.80466e-05		
ACETYLSEROTONIN-O-METHYLTRANSFERASE-RXN		7.79814e-05		
RXN-12894		7.71852e-05		3.62431e-05
RXN-12895		7.71852e-05		3.62431e-05
DEOXYRIBODIPYRIMIDINE-PHOTOLYASE-RXN		7.58934e-05		3.28611e-05
RXN-19025		7.58934e-05		3.28611e-05
RXN-19026		7.58934e-05		3.28611e-05
RXN-19242		7.58934e-05		3.28611e-05
RXN-19243		7.58934e-05		3.28611e-05
RXN-19244		7.58934e-05		3.28611e-05
RXN-19245		7.58934e-05		3.28611e-05
RXN-19246		7.58934e-05		3.28611e-05
RXN-19247		7.58934e-05		3.28611e-05
RXN-19248		7.58934e-05		3.28611e-05
RXN-20897		7.58934e-05		3.28611e-05
4.1.2.29-RXN		7.48713e-05		
4.2.2.15-RXN		7.35733e-05		
RXN-17809		7.23571e-05	0.000161326	0.000268341
4.1.2.20-RXN		7.09768e-05	1.6629e-05	
KDGALDOL-RXN		7.09768e-05	1.6629e-05	
RXN-21564		7.02106e-05		
RXN0-6254		7.02106e-05		
RXN-18601		6.72402e-05		0.000112585
2-METHYLCITRATE-SYNTHASE-RXN		6.67764e-05	2.48941e-05	
ARYL-SULFOTRANSFERASE-RXN		6.60962e-05		
RXN-10614		6.60962e-05		
RXN-10615		6.60962e-05		
RXN-10777		6.60962e-05		
RXN-10782		6.60962e-05		
RXN-11058		6.60962e-05		
RXN-11059		6.60962e-05		
RXN-15587		6.60962e-05		
RXN-15588		6.60962e-05		
RXN-15589		6.60962e-05		
RXN6666-9		6.60962e-05		
PALMITOYL-COA-HYDROLASE-RXN		6.29998e-05		5.54083e-05
RXN-13430		6.29998e-05		5.54083e-05
RXN-13435		6.29998e-05		5.54083e-05
RXN-16063		6.29998e-05		5.54083e-05
RXN-16395		6.29998e-05		5.54083e-05
RXN-9624		6.29998e-05		5.54083e-05
RXN-9626		6.29998e-05		5.54083e-05
RXN-9627		6.29998e-05		5.54083e-05
RXN-9628		6.29998e-05		5.54083e-05
RXN-9629		6.29998e-05		5.54083e-05
RXN-9666		6.29998e-05		5.54083e-05
THIOESTER-RXN		6.29998e-05		5.54083e-05
UROGENIIISYN-RXN		6.17552e-05	4.86285e-05	5.15871e-05
DCYSDESULF-RXN		5.95499e-05		2.36227e-05
PHOSICITDEHASE-RXN		5.81779e-05		
D-ARGINASE-RXN		5.79469e-05		
1.13.11.16-RXN		5.74225e-05		3.48125e-05
RXN-12073		5.74225e-05		3.48125e-05
